,sentiment_risk,confidence_risk,volatility_risk,engagement_risk,tenure_risk,overall_risk,cluster
278,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
279,0.0,0.6,0.5,0.0,0,0.22,3
280,0.0,0.6,0.5,0.0,0,0.22,8
281,0.5,0.47,0.25,0.0,0,0.294,5
282,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
283,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,2
284,0.0,0.5999999999999999,0.0,0.0,0,0.11999999999999998,6
285,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,6
286,0.0,0.5999999999999999,0.408248290463863,0.0,0,0.20164965809277258,2
287,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
288,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
289,0.0,0.6,0.0,0.0,0,0.12,1
290,0.0,0.6,0.0,0.0,0,0.12,8
291,0.0,0.5999999999999999,0.408248290463863,0.0,0,0.20164965809277258,2
292,0.0,0.6,0.5,0.0,0,0.22,0
293,0.6666666666666666,0.4766666666666667,0.7359800721939872,0.0,0,0.4425293477721308,5
294,0.0,0.6,0.0,0.0,0,0.12,8
295,0.0,0.3999999999999999,0.0,0.0,0,0.07999999999999999,2
296,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
297,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,6
298,0.0,0.6,0.0,0.0,0,0.12,8
299,0.0,0.5999999999999999,0.0,0.0,0,0.11999999999999998,3
300,0.0,0.4666666666666667,0.408248290463863,0.0,0,0.17498299142610596,7
301,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,6
302,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
303,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,3
304,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,4
305,0.0,0.5999999999999999,0.0,0.0,0,0.11999999999999998,1
306,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,8
307,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,2
308,0.0,0.6,0.5,0.0,0,0.22,0
309,0.0,0.6,0.0,0.41107184923439344,0,0.181660777385159,6
